Instrument type,	Instrument,	Mooring,	Serial No,	Sample Period (secs),	Depth,	Max Depth,	Bottom Depth at deployment,	T-Cal bath?,	Lat,	Long,	Clock offset start,	Clock offset end,	Anchor deploy time (in),	Release time (out),	Time in Cal bath,	Time out cal bath,
Nortek DW,Aquadopp DW 2Mhz,EAC3200,A6L-4881 (AQD 9893), ,3110,,3185,,-27.2846 ,154.1366,0,-130,23/9/2019 06:00,24/5/2021 21:32,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC3200,9906, ,3110,,3185,,-27.2846 ,154.1366,0,19,23/9/2019 06:00,24/5/2021 21:32,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,9336, ,25,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,20931, ,45,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,20932, ,65,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,9178, ,85,,4267,,-27.2506 ,154.2982,0,66,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
RDI ADCP,WHLS150-I-2,EAC4200,23601, ,105,,4267,,-27.2506 ,154.2982,0,788,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
RDI ADCP,WHLS75-I-2,EAC4200,16374, ,105,,4267,,-27.2506 ,154.2982,0,981,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,20263, ,120,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,20270, ,155,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,20274, ,185,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,6264, ,235,,4267,,-27.2506 ,154.2982,0,33,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,7893, ,285,,4267,,-27.2506 ,154.2982,0,30,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4200,4681, ,335,,4267,,-27.2506 ,154.2982,0,122,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39plus,EAC4200,39p-8664, ,385,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,9192, ,470,,4267,,-27.2506 ,154.2982,0,63,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,13086, ,595,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
RDI ADCP,WHLS75-I-2,EAC4200,16429, ,643,,4267,,-27.2506 ,154.2982,0,-80,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4200,4684, ,795,,4267,,-27.2506 ,154.2982,0,118,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4200,4689, ,995,,4267,,-27.2506 ,154.2982,0,120,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4200,A6L-5006 (AQD 9892), ,1185,,4267,,-27.2506 ,154.2982,0,-60,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,13258, ,1185,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
Star Oddi,Starmon mini,EAC4200,T-3991, ,1295,,4267,,-27.2506 ,154.2982,0,-300,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4200,A6L-5064 (AQD 9894), ,1500,,4267,,-27.2506 ,154.2982,0,-108,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE39,SBE39,EAC4200,6282, ,1500,,4267,,-27.2506 ,154.2982,0,154,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
Star Oddi,Starmon mini,EAC4200,T-3992, ,1750,,4267,,-27.2506 ,154.2982,0,-600,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4200,A6L-5007 (AQD 9895), ,2000,,4267,,-27.2506 ,154.2982,0,-73,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
SBE37,SBE37SMP,EAC4200,13264, ,2000,,4267,,-27.2506 ,154.2982,0,0,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
Nortek DW,Aquadopp DW 2Mhz,EAC4200,A6L-5060 (AQD 9896), ,3000,,4267,,-27.2506 ,154.2982,0,-135,20/9/2019 5:30,20/5/2021 21:30,01/01/2001 00:00,01/01/2001 00:00
